date,LAI,AGB,soil_water_content,ET
2004-06-02,0.22091999999900577,0.07103009999974899,0.32254684975079917,0.07810574435271589
2004-06-03,0.22091999999488565,0.07103009999888969,0.31588613453080244,0.08000951209955862
2004-06-04,0.22091999998064374,0.07103010000128808,0.3128657166357465,0.13866399571580082
2004-06-05,0.2209199999205149,0.07103010005436625,0.2715316265798993,0.019628458947871002
2004-06-06,0.2209200000961323,0.07103010151297434,0.25745249113133134,0.029282891221814916
2004-06-07,0.22092008622738546,0.07103029932815637,0.2530426731838679,0.15129965783354404
2004-06-08,0.22092093944243144,0.07103209491119113,0.24791948340165312,0.07412477568475144
2004-06-09,0.2209241557857575,0.07103835254162909,0.24373994044465175,0.05178188152322714
2004-06-10,0.220933424142467,0.07105525813062936,0.24045627804089878,0.06062731340426747
2004-06-11,0.22096874804191044,0.07111512196102013,0.2369073905226113,0.10119025941087643
2004-06-12,0.22102546590112002,0.07121031815497658,0.23685617153289662,0.023611662292867184
2004-06-13,0.22116176056491188,0.0714187202041533,0.23832739109001774,0.040668755604187236
2004-06-14,0.22164877997531404,0.07211441767016175,0.23596132346291854,0.09924792355473273
2004-06-15,0.22246447243882703,0.07325884577529825,0.2339557393004483,0.05942072286251678
2004-06-16,0.22351636380292197,0.07472384879235905,0.23234875733138496,0.05448730601082117
2004-06-17,0.22497179509842583,0.07669935934305618,0.2313438659760536,0.05790304680278321
2004-06-18,0.22613293235401458,0.07831069700946257,0.23109838501432364,0.0030043505071141643
2004-06-19,0.22798709337104306,0.0807143442153568,0.23090408224014317,0.050609049906077154
2004-06-20,0.23030944875718204,0.08373539879424585,0.23063073653815122,0.02762378041262285
2004-06-21,0.23425667082799628,0.0887274769769212,0.23085674729374586,0.058111598089350604
2004-06-22,0.24135949724167882,0.09734839306929394,0.2305770710757191,0.10115067504296328
2004-06-23,0.2513001800947991,0.10924415878084119,0.23039593162652938,0.09619251196172796
2004-06-24,0.25996274810529213,0.11964858110478688,0.23036268378778105,0.02749770445074509
2004-06-25,0.27284759319168905,0.13435634135653707,0.23035472109733515,0.08059753273470836
2004-06-26,0.2851845027185918,0.14846861256173327,0.23030674444992508,0.022413132183717818
2004-06-27,0.29879638303118083,0.16382821105371595,0.23027803156544793,0.06496107933283475
2004-06-28,0.32571527908033776,0.19313199818768048,0.23025502552514557,0.09830359652827125
2004-06-29,0.36259009844647777,0.2321858825475739,0.2302487510689448,0.12459822387919377
2004-06-30,0.4070906458646006,0.27858391727057624,0.23024826916151894,0.17275761018307656
2004-07-01,0.4585722797359895,0.33160929647580467,0.23024876086875715,0.12357218559646226
2004-07-02,0.4935033470564368,0.36842217575759184,0.230839680312489,0.011699984864488394
2004-07-03,0.5354478715088805,0.4112438546558246,0.2314864564407536,0.10376166665610931
2004-07-04,0.6105450635831867,0.4841835571045934,0.23157572184655417,0.15287929129283326
2004-07-05,0.6695392214333268,0.5422016431947528,0.23125085582832658,0.042571421410523884
2004-07-06,0.7254473849399878,0.5962247793976934,0.2311018767800992,0.10370678300857676
2004-07-07,0.7883078159300209,0.6548959971006868,0.2312239846650164,0.03704278705944449
2004-07-08,0.8321351900035809,0.6967382305593769,0.2312953809084847,0.02638685558458458
2004-07-09,0.9000747658357887,0.7606265490702256,0.23097541172788208,0.16881510792293622
2004-07-10,0.9935105979919124,0.8453634613008137,0.23072419454628154,0.13633615221423773
2004-07-11,1.0787457793933903,0.9233122376636945,0.230594995787434,0.2005817803741177
2004-07-12,1.2065823883563478,1.0348474201861224,0.230477126061815,0.3684166216820559
2004-07-13,1.3352602125637192,1.1473950431272324,0.23033238694172362,0.2935177122807571
2004-07-14,1.4400620600177962,1.2382825184925421,0.23068443583519346,0.18079654513830964
2004-07-15,1.5694083082782548,1.3456240952159224,0.23067515993106288,0.2659358699482028
2004-07-16,1.7297558754082074,1.4782935968627768,0.23050781324925904,0.5296143691721592
2004-07-17,1.927709559733227,1.6356699084743624,0.23034642664005575,0.43467823000784106
2004-07-18,2.139763046496855,1.801531089612804,0.2302581070865827,0.6131377588463273
2004-07-19,2.351250211262647,1.9689838338639982,0.23024375835272046,0.6250356119987951
2004-07-20,2.5148260515973146,2.1046963400955674,0.230243561524603,0.6479932040167325
2004-07-21,2.6451011928971617,2.220559092661914,0.23024436591322497,0.560484220436336
2004-07-22,2.7165551696226906,2.2927432064621613,0.2304565650885445,0.11922016110970264
2004-07-23,2.8122986762927003,2.3762548129041767,0.2304711863324638,0.32209220573982983
2004-07-24,2.890358754889254,2.4465667813025087,0.2307133408187613,0.036964266291688676
2004-07-25,3.0495366547254936,2.5722047782175994,0.2307635267960392,0.5965445511097646
2004-07-26,3.3066689057799366,2.768373524463509,0.2305829731301383,0.7203723937762069
2004-07-27,3.5795845795288876,2.979556763566442,0.23037017863866546,0.9443863444232075
2004-07-28,3.7771135798073536,3.140890741899122,0.23025843855921943,0.41928860331025103
2004-07-29,3.902983883520497,3.254561172421757,0.23049684358040437,0.655390179142827
2004-07-30,4.061512943482688,3.3911046635766087,0.2316276498200803,0.5401875689020817
2004-07-31,4.239488254629251,3.5480274508243803,0.23316390372731324,0.9649085397977161
2004-08-01,4.384857858118498,3.68798444843265,0.2333430968941865,0.7195407513970142
2004-08-02,4.457553024247553,3.7742935889176423,0.23570483276107035,0.5207091878028637
2004-08-03,4.5187219627850626,3.8539134011083007,0.23540276046003342,0.8191909694535101
2004-08-04,4.585326351675801,3.9361370333443,0.23642095684585665,0.3622034866504215
2004-08-05,4.701651498529993,4.066449115898271,0.2379641229344226,0.7755154037710265
2004-08-06,4.829569860411749,4.2143551892609175,0.23844903312680032,0.6264097432093539
2004-08-07,4.963815068010199,4.38247935305678,0.24054652662806364,1.0132686653981624
2004-08-08,5.0635941291505535,4.5229568880064255,0.24040046088243602,0.6392615679311955
2004-08-09,5.158483391520549,4.6753153647185846,0.2401752590464673,1.0089477828320748
2004-08-10,5.256786964090987,4.8443514866654365,0.23997772568669185,0.4801018552175993
2004-08-11,5.313705625934721,4.965167428777172,0.24123939117256485,0.391039114525255
2004-08-12,5.369510666198161,5.100046729162934,0.24298873628082193,0.466764590345845
2004-08-13,5.419691237509721,5.245960580076486,0.24382245465516206,0.7387972326822757
2004-08-14,5.4664198993843,5.405982538714523,0.24571807844581497,0.9246676162054807
2004-08-15,5.4845150135512375,5.512573860213224,0.24547261204682547,0.7160982189866677
2004-08-16,5.4956109627462775,5.627580789625173,0.24518214860939014,0.899118179880706
