date,Rn,theta_6,theta_mean,sw_out,theta_14,TA_PI_F_1_2_1,H_1_1_1,theta_8,theta_3,theta_15,wd,WS_2_1_1,WS_1_1_1,theta_16,theta_4,theta_9,TA_PI_F_1_1_1,P_PI_F_1_1_1,theta_5,theta_2,ws,LE_PI_F_1_1_1,theta_1,TA_PI_F_1_4_1,WS_1_3_1,theta_13,H,theta_11,G,TA_PI_F_1_3_1,RH_PI_F_1_3_1,WS_1_2_1,theta_12,LE_1_1_1,t_avg,LE,P_PI_F_2_2_1,RH_PI_F_1_1_1,rh,sw_in,RH_PI_F_1_2_1,RH_PI_F_1_4_1,lw_out,theta_7,theta_10,lw_in,H_PI_F_1_1_1,t_min,t_max,G_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,LE_subday_gaps,rso,flux,energy,ebc_cf,H_corr,ebr_corr,LE_corr,flux_corr,ebr,ebr_5day_clim,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2005-01-01,10.795833333333333,39.299999999999976,37.98680555555556,1.870833333333333,,-0.8987499999999997,6.325,45.41666666666666,45.68333333333334,,176.45833333333337,5.5275,,,43.48749999999999,22.425,-0.8674999999999998,0.0,24.3375,40.625000000000014,5.671111111111113,5.991666666666667,21.52916666666667,-0.8141666666666666,5.460416666666667,,6.325,44.77916666666665,0.0333333333333333,-0.7062500000000002,82.40416666666665,6.025416666666667,46.399999999999984,,-0.8216666666666667,6.185416666666668,0.0,85.5,83.746875,13.900000000000004,85.30833333333334,81.77499999999998,307.45833333333337,44.05833333333334,37.799999999999976,306.2333333333333,6.325,-4.672499999999999,3.9475,0.0,0.0,0.0,0.0,0.0,114.91192521299072,12.510416666666668,10.7625,1.0698281487926913,6.766663041113772,0.9347295648637656,6.6173328620114615,13.383995903125232,1.1624080526519551,0.8640499783957121,0.2135169079595439,0.2284263983782984,2.5,1.5,0.0,0.1522842655855322,0.1570617553748559,0.2355926330622839,False,
2005-01-02,36.78333333333335,39.279166666666654,38.740451388888886,15.891666666666666,,-5.425833333333332,36.75833333333333,45.42916666666667,45.68333333333334,,145.58333333333334,4.384166666666666,,,43.45833333333332,,-5.435833333333334,0.0,30.02916666666667,40.64166666666669,4.465000000000002,8.866666666666664,21.695833333333336,-4.815,4.384166666666666,,36.75833333333333,,-2.9875000000000003,-5.094166666666667,77.74166666666667,4.626666666666667,,,-5.192708333333333,9.52083333333333,0.0,81.35416666666666,79.21041666666666,84.65833333333335,81.05833333333331,76.68750000000001,291.14999999999986,44.06666666666667,,259.18750000000006,36.75833333333333,-8.94,-2.0925,0.0,0.0,0.0,0.0,0.0,115.39933605870866,46.27916666666666,39.770833333333336,1.0124245273026324,37.2150382494326,0.9877279471530244,9.639125187027144,46.85416343645972,1.1636458878994234,0.8712895597434673,0.327303981726572,0.3313705789837942,2.2,1.3000001,1.0,0.2549004257644243,0.1473746918763122,0.191587114176675,False,
2005-01-03,15.966666666666674,39.28749999999999,39.161979166666654,3.4125,,-6.946666666666666,,45.44999999999999,45.69583333333336,,,4.3475,,,43.48333333333333,,-6.922916666666668,0.0,34.44583333333335,40.68750000000002,4.425694444444444,5.2125,20.254166666666663,-6.611250000000001,4.33875,,15.791666666666664,,-7.2875,-6.680833333333335,93.50833333333334,4.590833333333333,,,-6.790416666666667,5.2125,0.0,95.75833333333334,95.02395833333333,21.845833333333346,96.04166666666664,94.7875,282.22083333333336,44.04166666666666,,279.7333333333333,15.791666666666664,-8.1725,-4.1325,0.0,0.0,0.0,0.0,0.0,115.92608609962664,21.004166666666663,23.254166666666677,1.0288227386616788,16.246825748032347,0.9719847379159092,5.362738525274002,21.609564273306347,0.9032431463895356,0.8752282612353092,0.1789250072751478,0.1840821159998784,1.0,0.7,1.0,0.2629744514283978,0.1027848648146836,0.0719494053702785,False,
2005-01-04,8.595833333333331,39.22916666666668,38.519791666666656,4.020833333333333,,-8.538750000000002,,45.45833333333334,45.68750000000002,,57.5,5.704999999999999,,,43.48749999999999,,-8.502083333333333,0.0,31.30833333333333,40.62916666666669,5.781944444444443,2.3125,18.29583333333333,-8.34,5.676666666666666,,14.404166666666669,,-7.466666666666666,-8.31375,95.99166666666666,5.964166666666667,,,-8.423645833333332,2.3125,0.0,98.5625,97.24583333333334,13.25,98.39583333333336,96.03333333333336,273.97916666666663,44.07500000000001,,273.3666666666666,14.404166666666669,-11.627499999999998,-7.0325,0.0,0.0,0.0,0.0,0.0,116.49208332944836,16.71666666666667,16.062499999999996,0.9883347421808958,14.236138348830655,1.0118029421826893,2.285524091293321,16.521662440123976,1.0407263294422828,0.8784728637562857,0.0792577781893076,0.07833321577256,0.8,0.5,10.400001,0.15666643154512,0.1280393384881779,0.0640196692440889,False,
2005-01-05,7.629166666666667,39.175000000000026,37.38697916666667,42.89166666666667,,-14.316250000000002,,45.44999999999999,45.67500000000001,,162.70833333333334,7.189583333333332,,,43.47083333333333,,-14.269583333333337,0.0,22.825,40.56250000000001,7.283611111111112,1.1416666666666668,17.812499999999996,-11.793333333333331,7.1779166666666665,,8.341666666666667,,-5.866666666666667,-14.06875,90.10416666666669,7.483333333333332,,,-13.611979166666664,0.145833333333333,0.0,94.39999999999998,93.628125,50.6625,93.87083333333334,96.1375,251.14583333333337,44.07916666666668,,251.0,8.829166666666667,-14.3725,-12.015,0.0,0.0,0.0,0.0,0.0,117.09722639331709,8.4875,13.495833333333335,0.9883347421808958,8.244358974358972,1.0118029421826893,0.1441321499013803,8.388491124260353,0.6288978079654215,0.8797289313559219,0.0049740679674374,0.0049160441821875,0.7,0.5,9.7,0.009832088364375,0.086961210653343,0.0434806053266715,False,
2005-01-06,-8.3375,39.120833333333344,37.23836805555556,96.52916666666668,,-17.165,-5.479166666666668,45.44166666666666,45.67083333333335,,235.5833333333333,3.056666666666666,,,43.42499999999999,,-16.81833333333333,0.0,22.0375,40.5125,3.07888888888889,-2.2458333333333336,17.591666666666665,-10.825,2.775416666666666,,-4.637499999999998,,-3.1458333333333344,-17.539166666666667,85.80000000000003,3.4045833333333344,,,-15.586875,-2.2729166666666667,0.0,90.675,89.94479166666662,122.6,89.55416666666667,93.75,232.5875,44.05833333333334,,198.22916666666663,-3.795833333333334,-20.41,-11.865000000000002,0.0,0.0,0.0,0.0,0.0,117.74140427050274,-6.910416666666666,-5.191666666666666,0.9883347421808958,-4.583402366863903,1.0118029421826893,-2.2464025077486607,-6.829804874612565,1.3310593900481542,0.8810022501104217,-0.0773819657387933,-0.0764792851579012,0.4,0.3,0.0,-0.2549309505263374,0.0838891404219929,0.0251667421265978,False,
2005-01-07,-3.7166666666666655,39.05416666666667,37.175520833333344,48.875,,-9.944166666666668,,45.41249999999999,45.67916666666668,,237.79166666666663,3.2774999999999994,,,43.41666666666666,,-9.575416666666666,0.0,21.8625,40.466666666666654,3.310694444444445,2.808333333333333,17.45833333333334,-9.847916666666666,3.134583333333334,,-1.2083333333333328,,-2.3791666666666664,-10.177083333333334,93.65,3.5200000000000014,,,-9.886145833333334,2.7895833333333333,0.0,96.95416666666668,95.778125,56.46666666666667,96.75416666666666,95.75416666666666,264.9916666666668,44.0,,253.69166666666672,-1.8625,-18.4125,-4.2925,0.0,0.0,0.0,0.0,0.0,118.42449594532876,1.5812500000000005,-1.3375,0.9883347421808958,-1.1942378134685818,1.0118029421826893,2.7570421245421244,1.562804311073542,-1.182242990654206,0.8809608422719357,0.095478377061289,0.0943645971767194,0.5,0.3,0.0,0.3145486572557314,0.1992752183982871,0.0597825655194861,False,
2005-01-08,11.799999999999995,38.99583333333333,37.131076388888886,81.51666666666667,,-11.85125,,45.43749999999999,45.67083333333335,,185.375,3.0554166666666664,,,43.399999999999984,,-11.378750000000002,0.0,21.92916666666666,40.395833333333314,3.0393055555555564,-1.0083333333333333,17.25833333333333,-12.8425,2.8800000000000003,,2.391666666666667,,-2.970833333333333,-12.39583333333333,90.54166666666664,3.1825,,,-12.117083333333332,-1.2020833333333334,0.0,94.99166666666667,92.87083333333334,105.11249999999994,94.09999999999998,91.85000000000002,262.0625,43.899999999999984,,250.2833333333334,3.0416666666666674,-22.64,-2.585,0.0,0.0,0.0,0.0,0.0,119.1463700681693,1.1895833333333337,14.77083333333333,0.9883347421808958,2.363767258382643,1.0118029421826893,-1.188060721329952,1.1757065370526911,0.0805359661495063,0.8792608324570449,-0.0410577378752779,-0.0405787887774936,0.4,0.3,0.0,-0.1352626292583122,0.2828284987447596,0.0848485496234278,False,
2005-01-09,-6.570833333333336,38.92083333333332,37.1515625,52.83750000000001,,-3.3262500000000004,,45.42083333333333,45.68750000000002,,242.41666666666663,4.219166666666667,,,43.399999999999984,,-3.2579166666666666,0.1164166666666666,22.08333333333334,40.30416666666665,4.114444444444444,2.7083333333333326,17.462500000000006,-3.7616666666666654,3.83,,6.008333333333334,,-1.570833333333333,-3.0841666666666665,99.7625,,,,-3.3575,2.5958333333333328,0.1164166666666666,95.85,97.35,65.19166666666665,97.57500000000005,96.2125,292.2374999999999,43.87916666666666,,273.31666666666666,-4.120833333333334,-12.2525,0.7324999999999999,0.0,0.0,2.794,0.0,0.0,119.90688460839748,8.604166666666666,-5.000000000000003,1.0443612881876452,6.274870739860767,0.9575230442861123,2.7109878439204285,8.985858583781196,-1.7208333333333323,0.8777353805237518,0.0893927941545984,0.0933583736579894,0.6,0.4,0.0,0.2333959341449736,0.3262415216954993,0.1304966086781997,False,
2005-01-10,6.120833333333334,38.89166666666665,37.190451388888896,53.47916666666666,,-8.246666666666666,0.7083333333333334,45.45416666666666,45.67916666666668,,71.41666666666667,3.489583333333334,,,43.39166666666665,,-8.161666666666667,0.0,22.56250000000001,40.12916666666668,3.536666666666666,6.016666666666668,17.495833333333334,-8.458750000000002,3.4645833333333336,,0.7083333333333334,,-2.2125,-7.985833333333333,91.36666666666666,3.6558333333333337,,,-8.213229166666666,5.98125,0.0,89.67916666666667,90.35208333333334,66.90416666666664,90.60416666666669,89.75833333333334,273.6291666666668,43.86666666666665,,266.325,0.7083333333333334,-11.2725,-6.4125,0.0,0.0,0.0,0.0,0.0,120.7058865012072,6.689583333333332,8.333333333333334,1.0443612881876452,0.7397559124662487,0.9575230442861123,6.246585954972353,6.986341867438602,0.80275,0.8766796769307011,0.2050395795731724,0.2141353994524915,0.3,0.2,0.0,1.0706769972624577,0.4361917033943519,0.0872383406788703,False,
